,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
25,Ring Downtown Hotel,7.4,"Antalya City Center, Antalya",Good ,156 reviews,Price 193 zł,0.8 km from center,Double Room,4,Breakfast included,
26,Puding Hotel,8.6,"Old Town Kaleici, Antalya",Excellent ,772 reviews,Original price 340 zł. Current price 306 zł.,0.8 km from center,Economy Double Room,0,Breakfast included,Location 9.5
27,WAFA's Guest House - Room in Homestay Apartment,10,Antalya,Exceptional ,1 review,Price 47 zł,3.2 km from center,Single Room with Shared Shower and Toilet,0,,Location 10
28,Kont Pension,8.3,"Old Town Kaleici, Antalya",Very Good ,202 reviews,Price 105 zł,0.9 km from center,Standard Single Room,3,,Location 9.7
29,"Crowne Plaza Antalya, an IHG Hotel",7.9,"Konyaalti Beach, Antalya",Good ,"2,834 reviews",Price 370 zł,7.4 km from center,1 King Bed Standard Side Sea View,5,,
30,Antalya Inn Hotel,8.1,"Old Town Kaleici, Antalya",Very Good ,612 reviews,Price 170 zł,1.1 km from center,Double Room,0,,Location 9.4
31,ANTIQUE HOUSE (ANTALYA CENTER),6.3,Antalya,Review score ,469 reviews,Price 44 zł,1.1 km from center,Small Single Room,0,,
32,Dedehan Pansiyon,7.3,"Old Town Kaleici, Antalya",Good ,124 reviews,Price 103 zł,0.7 km from center,Single Room,0,,Location 9.4
33,Hotel Lykia Old Town Antalya,9.6,"Old Town Kaleici, Antalya",Exceptional ,323 reviews,Original price 566 zł. Current price 340 zł.,1 km from center,Standard Double Room,4,Breakfast included,Location 9.8
34,Bayındır Palme Hotel,8.3,Antalya,Very Good ,33 reviews,Price 140 zł,2.8 km from center,Standard Single Room,0,Breakfast included,
35,"Holiday Inn Antalya - Lara, an IHG Hotel",8.7,"Eski Lara, Antalya",Excellent ,"1,291 reviews",Price 370 zł,9.8 km from center,Standard Room,4,,
36,CAMP&HOSTEL Antalya,8.1,"Konyaalti Beach, Antalya",Very Good ,269 reviews,Price 51 zł,5.6 km from center,Bunk Bed in Female Dormitory Room  ,0,,
37,Cozy Family Apartment Residential House Low Cost Sleeping Rooms,,Antalya,,,Price 140 zł,3.8 km from center,One-Bedroom Apartment,0,,
38,Enda Lara Hotel,7.0,"Eski Lara, Antalya",Good ,3 reviews,Price 110 zł,9.8 km from center,Standard Double Room,0,,Location 10
39,Ramada Plaza Antalya,8.0,Antalya,Very Good ,"1,546 reviews",Price 407 zł,1.7 km from center,Economy Room - Non-Smoking ,5,Breakfast included,
40,Gunay Pansiyon,7.9,Antalya,Good ,97 reviews,Price 108 zł,3 km from center,Deluxe Queen Room,0,,
41,M-ODA OTEL,8.7,"Antalya City Center, Antalya",Excellent ,136 reviews,Price 117 zł,0.7 km from center,Budget Single Room,0,,
42,Ersoy İkiz Otel,7.7,"Antalya City Center, Antalya",Good ,423 reviews,Original price 164 zł. Current price 123 zł.,450 m from center,Single Room with Private Bathroom,0,,
43,Hadrianus Hotel,8.9,"Old Town Kaleici, Antalya",Excellent ,262 reviews,Price 234 zł,1 km from center,Standard Twin Room,0,Breakfast included,Location 9.8
44,Lily Town Boutique Hotel,8.6,Antalya,Excellent ,430 reviews,Price 117 zł,1.1 km from center,Budget Single Room,0,,Location 9.5
45,"APARTMENTS 2 BEDROOMS, 1 BEDROOMS, HOTEL, VILLA - center, old town, beach",6.1,Antalya,Review score ,293 reviews,Price 47 zł,1.2 km from center,Budget Single Room,0,,
46,Ersoy Ak Pansiyon,5.8,"Antalya City Center, Antalya",Review score ,130 reviews,Original price 46 zł. Current price 35 zł.,350 m from center,Double or Twin Room with Shared Bathroom,0,,
47,Comfort Başaran OTEL,6.9,"Antalya City Center, Antalya",Review score ,133 reviews,Price 97 zł,350 m from center,Standard Single Room,0,,
48,Route Hotel Kaleici - Adult Only (12+),9.2,"Old Town Kaleici, Antalya",Wonderful ,232 reviews,Original price 421 zł. Current price 253 zł.,1 km from center,Basic Single Room,0,Breakfast included,Location 9.6
49,Volkii Hotel,8.0,"Konyaalti Beach, Antalya",Very Good ,123 reviews,Price 140 zł,6.7 km from center,Standard Single Room,0,Breakfast included,Location 9.5
