,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
36,Hotel Amager,6.3,Copenhagen,Review score ,"1,743 reviews",Price 315 zł,1.9 km from center,Single Room,2,,
37,CPH Studio Hotel,7.8,"Amager Øst, Copenhagen",Good ,"6,052 reviews",Price 454 zł,3.9 km from center,Single Room with Kitchenette,3,,
38,Scandic Palace Hotel,7.9,"Copenhagen Center, Copenhagen",Good ,"2,470 reviews",Price 616 zł,0.6 km from center,Small Single Room,4,Breakfast included,Location 9.6
39,Hotel Kong Arthur,8.5,"Copenhagen Center, Copenhagen",Very Good ,"3,387 reviews",Price 853 zł,1.1 km from center,Small Double Room,4,,
40,"Crowne Plaza Copenhagen Towers, an IHG Hotel",8.1,"Amager Vest, Copenhagen",Very Good ,"1,897 reviews",Price 563 zł,5.7 km from center,Standard King Room,4,,
41,Ibsens Hotel,8.2,"Copenhagen Center, Copenhagen",Very Good ,"1,509 reviews",Price 469 zł,1.1 km from center,Small Room,3,,Location 9.4
42,Sleep in Heaven,8.1,"Nørrebro, Copenhagen",Very Good ,992 reviews,Price 104 zł,2 km from center,Bed in 16-Bed Mixed Dormitory Room ,0,,
43,Hotel Maritime,6.6,"Copenhagen Center, Copenhagen",Review score ,174 reviews,Price 438 zł,0.6 km from center,Single Room with Bathroom,0,,
44,Scandic Norreport,8.1,"Copenhagen Center, Copenhagen",Very Good ,450 reviews,Price 617 zł,0.7 km from center,Cabin Room without Window,0,Breakfast included,Location 9.5
45,Hotel Skt Petri,8.4,"Copenhagen Center, Copenhagen",Very Good ,"1,382 reviews",Price 924 zł,0.5 km from center,Petri Queen,5,,Location 9.5
46,Go Hotel Saga,7.9,"Vesterbro, Copenhagen",Good ,"5,039 reviews",Price 259 zł,1.3 km from center,Single Room with Shared Bathroom,2,,Location 9.4
47,Park Inn by Radisson Copenhagen Airport,7.1,Copenhagen,Good ,"2,292 reviews",Price 510 zł,5.2 km from center,Standard Room,3,Breakfast included,
48,Zoku Copenhagen,9.1,"Amager Vest, Copenhagen",Wonderful ,"1,521 reviews",Price 609 zł,2.5 km from center,Zoku Room,4,,
49,Best Western Plus Airport Hotel,7.2,Copenhagen,Good ,"4,237 reviews",Price 592 zł,6.1 km from center,Standard Queen Room,3,,
