,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
97,Hotel Inglés,7.8,"Ciutat Vella, Barcelona",Good ,"2,035 reviews",Price 348 zł,0.7 km from center,Single Room,1,,Location 9.5
98,Acta Antibes,8.6,"Eixample, Barcelona",Excellent ,"3,059 reviews",Price 352 zł,1.4 km from center,Double or Twin Room,2,,
99,Cram Hotel,8.2,"Eixample, Barcelona",Very Good ,"1,841 reviews",Price 623 zł,0.8 km from center,Deluxe Double Room,4,,
100,Ofelias Hotel 4* Sup,8.6,"Eixample, Barcelona",Excellent ,977 reviews,Price 637 zł,2 km from center,Double or Twin Room,4,,
101,Barceló Sants,8.7,"Sants-Montjuïc, Barcelona",Excellent ,"5,963 reviews",Price 503 zł,2.7 km from center,Deluxe Double or Twin Room,4,,
102,Hostal Europa,7.3,"Ciutat Vella, Barcelona",Good ,"2,237 reviews",Price 162 zł,0.7 km from center,Twin Room with Shared Bathroom,1,,Location 9.4
103,Hostal Poblenou,9.0,"Sant Martí, Barcelona",Wonderful ,318 reviews,Price 412 zł,3.1 km from center,Single Room,3,,Location 9.4
104,Catalonia Plaza Catalunya,8.5,"Eixample, Barcelona",Very Good ,"2,826 reviews",Price 628 zł,150 m from center,Double or Twin Room,4,,Location 9.7
105,Zero Barcelona,8.8,"Sant Martí, Barcelona",Excellent ,"1,360 reviews",Price 95 zł,3.3 km from center,Bed in 12-Bed Mixed Dormitory Room,0,,
106,Hotel 54 Barceloneta,8.1,"Ciutat Vella, Barcelona",Very Good ,"1,781 reviews",Original price 648 zł. Current price 521 zł.,1.9 km from center,Single Room,3,,Location 9.4
107,Hotel Sant Agustí,7.9,"Ciutat Vella, Barcelona",Good ,"2,336 reviews",Price 437 zł,0.7 km from center,Interior Double or Twin Room with Patio ,3,,
108,W Barcelona,8.4,"Ciutat Vella, Barcelona",Very Good ,"4,330 reviews","Price 1,444 zł",2.6 km from center,Cozy King Room,5,,
109,Sunotel Aston,6.9,"Eixample, Barcelona",Review score ,"1,500 reviews",Price 305 zł,1.9 km from center,Economy Double Room,3,,
110,NH Barcelona Diagonal Center,7.9,"Sant Martí, Barcelona",Good ,"2,330 reviews",Price 330 zł,2.2 km from center,Standard Double or Twin Room,3,,
111,Sonder La Casa Del Sol,7.7,"Gràcia, Barcelona",Good ,548 reviews,Original price 773 zł. Current price 659 zł.,2 km from center,King Room,3,,
112,Hotel Concordia Barcelona,8.1,"Sants-Montjuïc, Barcelona",Very Good ,"1,233 reviews",Price 511 zł,1.6 km from center,Comfort Double or Twin Room,4,,
113,Rodamon Barcelona Hostel,8.9,"Eixample, Barcelona",Excellent ,"1,639 reviews",Original price 132 zł. Current price 115 zł.,1.4 km from center,Bed in 10-Bed Mixed Dormitory Room with Shared Bathroom,0,,Location 9.5
114,Hotel Boutique Mirlo Barcelona,9.3,"Sarrià-St. Gervasi, Barcelona",Wonderful ,572 reviews,"Price 1,306 zł",4.2 km from center,Deluxe with Hammam,5,,
115,Acta Voraport,8.7,"Sant Martí, Barcelona",Excellent ,"8,740 reviews",Price 369 zł,2.9 km from center,Double Room,3,,
116,U232 Hotel,8.8,"Eixample, Barcelona",Excellent ,"1,063 reviews",Price 437 zł,1.8 km from center,Interior Single Room without views,4,,
117,Duquesa de Cardona 4* Sup,8.9,"Ciutat Vella, Barcelona",Excellent ,"1,813 reviews",Price 628 zł,1.2 km from center,Standard Interior Room,4,,Location 9.6
118,Acta Atrium Palace,8.2,"Eixample, Barcelona",Very Good ,"1,802 reviews",Price 490 zł,450 m from center,Double or Twin Room,4,,Location 9.4
119,Ofelias Hotel 4* Sup,8.6,"Eixample, Barcelona",Excellent ,977 reviews,Price 637 zł,2 km from center,Double or Twin Room,4,,
120,Som Nit Triomf,7.9,"Eixample, Barcelona",Good ,677 reviews,Price 291 zł,0.7 km from center,Single Room,4,,
121,Catalonia Square 4* Sup,9.0,"Eixample, Barcelona",Wonderful ,"1,155 reviews",Price 628 zł,200 m from center,Double or Twin Room,4,,Location 9.8
122,Hilton Diagonal Mar Barcelona,7.5,"Sant Martí, Barcelona",Good ,"1,267 reviews",Price 694 zł,4.6 km from center,King Hilton Guestroom,4,,
123,Mothern by Pillow,8.0,"Eixample, Barcelona",Very Good ,"1,858 reviews",Price 483 zł,250 m from center,Standard Single Room,3,,Location 9.6
124,Generator Barcelona,7.8,"Gràcia, Barcelona",Good ,"3,137 reviews",Price 103 zł,1.5 km from center,Bed in 8-Bed Dormitory Room,1,,
125,Alba Hotel,7.1,"Ciutat Vella, Barcelona",Good ,"1,056 reviews",Price 415 zł,0.8 km from center,Single Room,3,,
126,Catalonia Castellnou,8.2,"Sarrià-St. Gervasi, Barcelona",Very Good ,"1,481 reviews",Price 319 zł,3.6 km from center,Double or Twin Room,3,,
127,Hostal LIWI,8.6,"Les Corts, Barcelona",Excellent ,869 reviews,Price 132 zł,3.3 km from center,Bed in 4-Bed Dormitory Room,0,,
128,Musik Boutique Hotel,9.1,"Ciutat Vella, Barcelona",Wonderful ,953 reviews,Original price 573 zł. Current price 517 zł.,0.7 km from center,Standard Double Room,3,,Location 9.4
129,AC Hotel Sants by Marriott,8.2,"Sants-Montjuïc, Barcelona",Very Good ,891 reviews,Price 496 zł,2.8 km from center,"Standard Room, Guest room, 1 Queen",4,,
130,Exe Mitre,8.1,"Sarrià-St. Gervasi, Barcelona",Very Good ,"1,198 reviews",Price 427 zł,3.2 km from center,Economy Double or Twin Room,3,,
131,The Loft Hostel,8.0,"Eixample, Barcelona",Very Good ,"1,050 reviews",Price 90 zł,1.2 km from center,Bed in 12-Bed Mixed Dormitory Room - Shared Bathroom,0,,Location 9.3
132,Hotel Alimara,8.3,"Horta-Guinardó, Barcelona",Very Good ,"3,020 reviews",Price 404 zł,5.5 km from center,Double Room,4,,
133,Sansi Pedralbes,9.5,"Les Corts, Barcelona",Exceptional ,408 reviews,Price 933 zł,4.9 km from center,Standard Single Room,4,,
134,Som Nit Triomf,7.9,"Eixample, Barcelona",Good ,677 reviews,Price 291 zł,0.7 km from center,Single Room,4,,
135,Hostal Poblenou,9.0,"Sant Martí, Barcelona",Wonderful ,318 reviews,Price 412 zł,3.1 km from center,Single Room,3,,Location 9.4
136,Leonardo Hotel Barcelona Gran Via,8.6,"Eixample, Barcelona",Excellent ,"3,703 reviews",Price 390 zł,1.4 km from center,Comfort Double or Twin Room,3,,
137,Catalonia Park Güell,7.7,"Gràcia, Barcelona",Good ,"3,827 reviews",Price 296 zł,3.7 km from center,Double or Twin Room,3,,
138,Hostal Goya,8.8,"Eixample, Barcelona",Excellent ,"1,715 reviews",Price 320 zł,300 m from center,Budget Single Room with Private External Bathroom,2,,Location 9.7
139,Exe Laietana Palace,7.8,"Ciutat Vella, Barcelona",Good ,"1,187 reviews",Price 468 zł,0.9 km from center,Economy Double or Twin Room,4,,Location 9.3
140,Ilunion Auditori,8.1,"Eixample, Barcelona",Very Good ,"4,015 reviews",Original price 615 zł. Current price 495 zł.,1.3 km from center,Double or Twin Room,3,,
141,Andante Hotel,8.6,"Ciutat Vella, Barcelona",Excellent ,"2,251 reviews",Price 402 zł,1.2 km from center,Economy Single Room,3,,
142,Ibis Barcelona Plaza Glòries 22@,8.3,"Sant Martí, Barcelona",Very Good ,"2,641 reviews",Price 393 zł,2.6 km from center,Double Room,2,,
143,Hotel Aneto,7.7,"Ciutat Vella, Barcelona",Good ,"1,050 reviews",Price 345 zł,0.6 km from center,Twin Room,1,,Location 9.4
144,Barceló Raval,8.3,"Ciutat Vella, Barcelona",Very Good ,"2,363 reviews",Price 461 zł,0.9 km from center,Superior Double or Twin Room,4,,
145,Chic & Basic Born Boutique Hotel,7.9,"Ciutat Vella, Barcelona",Good ,566 reviews,Original price 724 zł. Current price 582 zł.,1 km from center,Small Double Room,3,,Location 9.3
146,Vincci Maritimo,8.3,"Sant Martí, Barcelona",Very Good ,"4,105 reviews",Original price 637 zł. Current price 575 zł.,4.2 km from center,Double or Twin Room,4,,
147,Pensión San Ramón,6.3,"Ciutat Vella, Barcelona",Review score ,"1,062 reviews",Price 249 zł,1 km from center,Basic Single Room with Shared Bathroom,1,,
148,Hotel America Barcelona,8.5,"Eixample, Barcelona",Very Good ,"1,193 reviews",Price 482 zł,1.2 km from center,Double or Twin Room,4,,
149,Hostal Barcelona Travel,7.7,"Eixample, Barcelona",Good ,843 reviews,Original price 429 zł. Current price 409 zł.,0.8 km from center,Double Room,3,,
150,La França Travellers Adults Only,7.8,"Sants-Montjuïc, Barcelona",Good ,"2,662 reviews",Price 366 zł,2 km from center,Superior Deluxe Double or Twin Room ,2,,
151,Hostal Poblenou,9.0,"Sant Martí, Barcelona",Wonderful ,318 reviews,Price 412 zł,3.1 km from center,Single Room,3,,Location 9.4
152,Leonardo Hotel Barcelona Gran Via,8.6,"Eixample, Barcelona",Excellent ,"3,703 reviews",Price 390 zł,1.4 km from center,Comfort Double or Twin Room,3,,
153,Catalonia Park Güell,7.7,"Gràcia, Barcelona",Good ,"3,827 reviews",Price 296 zł,3.7 km from center,Double or Twin Room,3,,
154,Hostal Goya,8.8,"Eixample, Barcelona",Excellent ,"1,715 reviews",Price 320 zł,300 m from center,Budget Single Room with Private External Bathroom,2,,Location 9.7
155,Exe Laietana Palace,7.8,"Ciutat Vella, Barcelona",Good ,"1,187 reviews",Price 468 zł,0.9 km from center,Economy Double or Twin Room,4,,Location 9.3
156,Ilunion Auditori,8.1,"Eixample, Barcelona",Very Good ,"4,015 reviews",Original price 615 zł. Current price 495 zł.,1.3 km from center,Double or Twin Room,3,,
157,Alba Hotel,7.1,"Ciutat Vella, Barcelona",Good ,"1,056 reviews",Price 415 zł,0.8 km from center,Single Room,3,,
158,Andante Hotel,8.6,"Ciutat Vella, Barcelona",Excellent ,"2,251 reviews",Price 402 zł,1.2 km from center,Economy Single Room,3,,
159,Ibis Barcelona Plaza Glòries 22@,8.3,"Sant Martí, Barcelona",Very Good ,"2,641 reviews",Price 393 zł,2.6 km from center,Double Room,2,,
160,Hotel Aneto,7.7,"Ciutat Vella, Barcelona",Good ,"1,050 reviews",Price 345 zł,0.6 km from center,Twin Room,1,,Location 9.4
161,Barceló Raval,8.3,"Ciutat Vella, Barcelona",Very Good ,"2,363 reviews",Price 461 zł,0.9 km from center,Superior Double or Twin Room,4,,
162,Chic & Basic Born Boutique Hotel,7.9,"Ciutat Vella, Barcelona",Good ,566 reviews,Original price 724 zł. Current price 582 zł.,1 km from center,Small Double Room,3,,Location 9.3
163,Vincci Maritimo,8.3,"Sant Martí, Barcelona",Very Good ,"4,105 reviews",Original price 637 zł. Current price 575 zł.,4.2 km from center,Double or Twin Room,4,,
164,Pensión San Ramón,6.3,"Ciutat Vella, Barcelona",Review score ,"1,062 reviews",Price 249 zł,1 km from center,Basic Single Room with Shared Bathroom,1,,
165,Hotel America Barcelona,8.5,"Eixample, Barcelona",Very Good ,"1,193 reviews",Price 431 zł,1.2 km from center,Standard Individual,4,,
166,Hostal Barcelona Travel,7.7,"Eixample, Barcelona",Good ,843 reviews,Original price 429 zł. Current price 409 zł.,0.8 km from center,Double Room,3,,
167,La França Travellers Adults Only,7.8,"Sants-Montjuïc, Barcelona",Good ,"2,662 reviews",Price 366 zł,2 km from center,Superior Deluxe Double or Twin Room ,2,,
168,Ilunion Bel-Art,8.0,"Horta-Guinardó, Barcelona",Very Good ,"2,718 reviews",Original price 656 zł. Current price 528 zł.,2.6 km from center,Double or Twin Room,4,,
169,ibis Styles Barcelona City Bogatell,8.5,"Sant Martí, Barcelona",Very Good ,"3,563 reviews",Price 437 zł,2.1 km from center,Standard Double Room,2,,
170,Roma Reial,7.4,"Ciutat Vella, Barcelona",Good ,"3,233 reviews",Price 328 zł,0.9 km from center,Double Standard,1,Breakfast included,Location 9.5
171,Hostal Granvia 628,6.0,"Eixample, Barcelona",Review score ,714 reviews,Price 178 zł,250 m from center,Single Room with Shared Shower and Toilet,0,,
172,Condes de Barcelona,8.8,"Eixample, Barcelona",Excellent ,963 reviews,Price 619 zł,1 km from center,Standard Double or Twin Room,4,,Location 9.7
