,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
11,Novotel Liverpool Paddington Village,9.1,"Liverpool City Center, Liverpool",Wonderful ,705 reviews,Price 681 zł,1.2 km from center,Standard King Room,4,,
12,The Liner at Liverpool,8.4,"Liverpool City Center, Liverpool",Very Good ,"7,174 reviews",Price 591 zł,300 m from center,Standard Double Room,3,,
13,"Holiday Inn Express Liverpool-Albert Dock, an IHG Hotel",8.7,"Liverpool City Center, Liverpool",Excellent ,"3,762 reviews",Price 755 zł,1.7 km from center,Standard Double or Twin Room,3,Breakfast included,Location 9.6
14,The Baltic Hotel,8.8,"Liverpool City Center, Liverpool",Excellent ,"1,747 reviews",Original price 804 zł. Current price 683 zł.,1.4 km from center,Deluxe Double Room,4,,
15,Adelphi Hotel,5.5,"Liverpool City Center, Liverpool",Review score ,"16,580 reviews",Price 463 zł,0.6 km from center,Double Room,3,,
16,Romer Road Guest House,5.7,Liverpool,Review score ,6 reviews,Original price 177 zł. Current price 165 zł.,2.1 km from center,Double Room with Shared Bathroom,0,,
17,Selina Liverpool,7.2,"Liverpool City Center, Liverpool",Good ,"1,316 reviews",Original price 261 zł. Current price 222 zł.,0.8 km from center,Single Bed in 10-Bed Dormitory Room,4,,
18,Pullman Liverpool,8.9,"Liverpool City Center, Liverpool",Excellent ,"5,981 reviews",Price 887 zł,1.8 km from center,Superior Twin Room,4,,Location 9.3
19,"Holiday Inn Liverpool City Centre, an IHG Hotel",8.7,"Liverpool City Center, Liverpool",Excellent ,"4,265 reviews",Price 875 zł,500 m from center,Double Room,4,,Location 9.6
20,Lord Nelson Hotel,6.7,"Liverpool City Center, Liverpool",Review score ,66 reviews,Price 409 zł,200 m from center,Double Room with Private Bathroom,0,,
21,"Childwall Abbey, Liverpool by Marston's Inns",7.6,Liverpool,Good ,584 reviews,Price 518 zł,6.7 km from center,Standard Double Room,3,,
22,"Hotel Indigo Liverpool, an IHG Hotel",8.5,"Liverpool City Center, Liverpool",Very Good ,"4,085 reviews",Price 667 zł,1.1 km from center,Double Room,4,,
23,The Georgian Town House Hotel,7.4,Liverpool,Good ,613 reviews,Price 452 zł,1.8 km from center,Standard Single Room,0,,
24,Stalbridge Guest House,8.4,Liverpool,Very Good ,552 reviews,Price 218 zł,8 km from center,Single Room,3,,
25,Brownlows Inn,7.2,"Liverpool City Center, Liverpool",Good ,"3,422 reviews",Price 509 zł,0.7 km from center,Double Room with Private Bathroom,0,,
26,Hampton By Hilton Liverpool City Centre,8.1,"Liverpool City Center, Liverpool",Very Good ,"7,328 reviews",Price 768 zł,1.5 km from center,Queen Room,3,Breakfast included,
27,Terlon Apartments,7.7,"Liverpool City Center, Liverpool",Good ,"3,857 reviews",Price 910 zł,0.8 km from center,Standard Studio,0,,
28,"Radisson Blu Hotel, Liverpool",7.7,"Liverpool City Center, Liverpool",Good ,"5,347 reviews",Price 706 zł,1.2 km from center,Standard Room,4,,
29,Heeton Concept Hotel - City Centre Liverpool,8.0,"Liverpool City Center, Liverpool",Very Good ,"5,044 reviews",Original price 757 zł. Current price 681 zł.,1.2 km from center,King Room,3,,Location 9.4
30,"Crowne Plaza Liverpool City Centre, an IHG Hotel",8.5,"Liverpool City Center, Liverpool",Very Good ,"4,190 reviews",Price 997 zł,1.3 km from center,Standard Room,4,,Location 9.4
31,The King Harry Accommodation,6.8,"Anfield, Liverpool",Review score ,721 reviews,Price 98 zł,2.5 km from center,Bunk Bed in Mixed Dormitory Room,0,,
32,Campanile Liverpool,7.3,"Liverpool City Center, Liverpool",Good ,"5,408 reviews",Price 570 zł,1.8 km from center,Double Room,3,,
33,Modern Double Ensuite Rooms Close to City Centre and LFC,9.0,"Anfield, Liverpool",Wonderful ,4 reviews,Price 304 zł,2.4 km from center,Large Single Room,0,,Location 9.4
34,City centre Rooms with cafe & local parking,7.5,"Liverpool City Center, Liverpool",Good ,143 reviews,Price 479 zł,0.7 km from center,Budget Single Room,0,,
35,Delta Hotels by Marriott Liverpool City Centre,8.3,"Liverpool City Center, Liverpool",Very Good ,"1,497 reviews",Price 852 zł,400 m from center,Deluxe Queen Room,4,,Location 9.4
36,Orrell Park Hotel,8.5,Liverpool,Very Good ,336 reviews,Price 316 zł,6.1 km from center,Single Room,0,Breakfast included,
37,Beech Mount Hotel,7.3,Liverpool,Good ,650 reviews,Price 545 zł,2.3 km from center,Double Room,3,Breakfast included,
38,"Staybridge Suites Liverpool, an IHG Hotel",9.1,"Liverpool City Center, Liverpool",Wonderful ,"2,762 reviews",Price 736 zł,1.6 km from center,Standard Suite,4,Breakfast included,Location 9.6
39,The Resident Liverpool,9.1,"Liverpool City Center, Liverpool",Wonderful ,"4,311 reviews",Price 817 zł,0.9 km from center,Small Double Room,4,,Location 9.6
40,30 James Street,7.3,"Liverpool City Center, Liverpool",Good ,"5,448 reviews",Price 833 zł,1.2 km from center,Luxury Suite with Bath (4 adults),4,,Location 9.3
41,Embassie Backpackers,6.9,"Liverpool City Center, Liverpool",Review score ,"1,024 reviews",Price 146 zł,1.7 km from center,Single Bed in Male Dormitory Room (10 Adults),0,Breakfast included,
42,iStay Liverpool Harrisons Aparthotel,9.0,"Liverpool City Center, Liverpool",Wonderful ,68 reviews,"Original price 2,125 zł. Current price 1,700 zł.",0.8 km from center,One-Bedroom Apartment,3,,Location 9.6
43,"Radisson RED Hotel, Liverpool",,"Liverpool City Center, Liverpool",,,Price 927 zł,300 m from center,Standard Room,4,,
44,Malmaison Liverpool,8.4,"The Docks, Liverpool",Very Good ,"3,278 reviews",Price 725 zł,1.3 km from center,Standard Double Room,4,,
45,Quest Liverpool City Centre,9.1,"Liverpool City Center, Liverpool",Wonderful ,"1,833 reviews",Price 730 zł,0.7 km from center,Studio Apartment,4,,Location 9.6
46,Aloft Liverpool,8.3,"Liverpool City Center, Liverpool",Very Good ,"3,319 reviews","Price 1,103 zł",0.9 km from center,"Aloft King Room, Guest room, 1 King",4,,Location 9.5
47,Duke Street Boutique Hotel,8.1,"Liverpool City Center, Liverpool",Very Good ,"1,895 reviews",Price 551 zł,1.2 km from center,Deluxe Single Room,0,,
48,The Park Hotel,8.0,Liverpool,Very Good ,"1,525 reviews",Price 444 zł,7.9 km from center,Executive Room,3,,
49,Novotel Liverpool Centre,8.1,"Liverpool City Center, Liverpool",Very Good ,"6,458 reviews","Price 1,732 zł",1 km from center,Executive Room with 1 King Bed,4,,Location 9.5
50,All Bar One by Innkeeper's Collection,8.8,"Liverpool City Center, Liverpool",Excellent ,"2,363 reviews",Price 731 zł,1.1 km from center,Double Room,0,,Location 9.6
51,Renshaw Guest House,7.4,"Liverpool City Center, Liverpool",Good ,110 reviews,Price 490 zł,1 km from center,Single Room with Bathroom,3,,
52,"Crowne Plaza Liverpool City Centre, an IHG Hotel",8.5,"Liverpool City Center, Liverpool",Very Good ,"4,190 reviews",Price 997 zł,1.3 km from center,Standard Room,4,,Location 9.4
53,The Lake House,9.1,Liverpool,Wonderful ,45 reviews,Price 637 zł,8.1 km from center,Double or Twin Room - Disability Access,0,,
54,Campanile Liverpool,7.3,"Liverpool City Center, Liverpool",Good ,"5,408 reviews",Price 570 zł,1.8 km from center,Double Room,3,,
55,Amazing Double Liverpool,8.0,Liverpool,Very Good ,210 reviews,Price 218 zł,8.7 km from center,Budget Single Room,0,Breakfast included,
56,"City Centre Vintage Garden Theme Guest Rooms, Free Parking",7.2,"Liverpool City Center, Liverpool",Good ,8 reviews,Price 426 zł,0.9 km from center,Double Room with Shared Bathroom,0,,
57,The Georgian Town House Hotel,7.4,Liverpool,Good ,613 reviews,Price 452 zł,1.8 km from center,Standard Single Room,0,,
58,Delta Hotels by Marriott Liverpool City Centre,8.3,"Liverpool City Center, Liverpool",Very Good ,"1,497 reviews",Price 852 zł,400 m from center,Deluxe Queen Room,4,,Location 9.4
59,The Liverpool Inn Hotel,8.3,"Liverpool City Center, Liverpool",Very Good ,"1,038 reviews",Price 545 zł,0.7 km from center,Double or Twin Room,0,,Location 9.4
60,Heeton Concept Hotel - City Centre Liverpool,8.0,"Liverpool City Center, Liverpool",Very Good ,"5,044 reviews",Original price 757 zł. Current price 681 zł.,1.2 km from center,King Room,3,,Location 9.4
61,Brownlows Inn,7.2,"Liverpool City Center, Liverpool",Good ,"3,422 reviews",Price 509 zł,0.7 km from center,Double Room with Private Bathroom,0,,
62,"Staybridge Suites Liverpool, an IHG Hotel",9.1,"Liverpool City Center, Liverpool",Wonderful ,"2,762 reviews",Price 736 zł,1.6 km from center,Standard Suite,4,Breakfast included,Location 9.6
63,The Z Hotel Liverpool,8.3,"Liverpool City Center, Liverpool",Very Good ,"5,726 reviews",Price 654 zł,0.9 km from center,Double Room without Window,0,,Location 9.5
64,City centre Rooms with cafe & local parking,7.5,"Liverpool City Center, Liverpool",Good ,143 reviews,Price 479 zł,0.7 km from center,Budget Single Room,0,,
65,30 James Street,7.3,"Liverpool City Center, Liverpool",Good ,"5,448 reviews",Price 833 zł,1.2 km from center,Luxury Suite with Bath (4 adults),4,,Location 9.3
66,Innside by Melia Liverpool,9.1,"Liverpool City Center, Liverpool",Wonderful ,"3,343 reviews",Price 910 zł,1.1 km from center,Innside Twin Room,4,,
67,"Radisson RED Hotel, Liverpool",,"Liverpool City Center, Liverpool",,,Price 927 zł,300 m from center,Standard Room,4,,
68,Tune Hotel Liverpool,7.1,"Liverpool City Center, Liverpool",Good ,"3,501 reviews",Price 396 zł,1 km from center,Double Room without Window,2,,
69,Aloft Liverpool,8.3,"Liverpool City Center, Liverpool",Very Good ,"3,319 reviews","Price 1,103 zł",0.9 km from center,"Aloft King Room, Guest room, 1 King",4,,Location 9.5
70,Duke Street Boutique Hotel,8.1,"Liverpool City Center, Liverpool",Very Good ,"1,895 reviews",Price 551 zł,1.2 km from center,Deluxe Single Room,0,,
71,Novotel Liverpool Centre,8.1,"Liverpool City Center, Liverpool",Very Good ,"6,458 reviews","Price 1,732 zł",1 km from center,Executive Room with 1 King Bed,4,,Location 9.5
72,Phoenix Hotel Liverpool,8.2,Liverpool,Very Good ,904 reviews,Price 637 zł,2.2 km from center,Deluxe Double Room,4,,
73,Regent Hotel,6.2,Liverpool,Review score ,700 reviews,Price 261 zł,3.8 km from center,Single Budget Room with Shared Bathroom,0,,
74,Beech Mount Grove Suites,6.1,"Sefton Park, Liverpool",Review score ,133 reviews,Price 490 zł,3 km from center,Double Room,0,,
75,DoubleTree by Hilton Hotel & Spa Liverpool,7.7,"Liverpool City Center, Liverpool",Good ,"2,045 reviews",Price 834 zł,0.6 km from center,King Guest Room,4,,
76,"Hotel Indigo Liverpool, an IHG Hotel",8.5,"Liverpool City Center, Liverpool",Very Good ,"4,085 reviews",Price 667 zł,1.1 km from center,Double Room,4,,
77,Renshaw Guest House,7.4,"Liverpool City Center, Liverpool",Good ,110 reviews,Price 490 zł,1 km from center,Single Room with Bathroom,3,,
78,Huntley lodge pp,7.7,Liverpool,Good ,452 reviews,Price 343 zł,2.4 km from center,Double Room with Private Bathroom,0,,
79,The Print Works Apartments,7.9,"Liverpool City Center, Liverpool",Good ,"2,565 reviews",Price 976 zł,1.1 km from center,One-Bedroom Apartment,4,,
80,"Stables Inn, Aintree",7.8,Liverpool,Good ,"1,127 reviews",Price 327 zł,7.4 km from center,Double Room,0,,
81,All Bar One by Innkeeper's Collection,8.8,"Liverpool City Center, Liverpool",Excellent ,"2,363 reviews",Price 731 zł,1.1 km from center,Double Room,0,,Location 9.6
82,The Lake House,9.1,Liverpool,Wonderful ,45 reviews,Price 637 zł,8.1 km from center,Double or Twin Room - Disability Access,0,,
83,Amazing Double Liverpool,8.0,Liverpool,Very Good ,210 reviews,Price 218 zł,8.7 km from center,Budget Single Room,0,Breakfast included,
84,Central Station Hotel Liverpool,8.5,"Liverpool City Center, Liverpool",Very Good ,459 reviews,Price 926 zł,0.6 km from center,Deluxe Double or Twin Room,3,,Location 9.3
85,The Prince Alfred,8.3,Liverpool,Very Good ,233 reviews,Price 419 zł,5.2 km from center,Standard Double Room with Shared Bathroom,0,,
86,264 The Road End,8.6,"Anfield, Liverpool",Excellent ,25 reviews,Price 647 zł,2.5 km from center,Triple Room,0,,
87,City centre Rooms with cafe & local parking,7.5,"Liverpool City Center, Liverpool",Good ,143 reviews,Price 479 zł,0.7 km from center,Budget Single Room,0,,
88,Park view Rooms,4.0,Liverpool,Review score ,16 reviews,Price 354 zł,2.4 km from center,Double Room with Shared Bathroom,0,,
89,Great Rooms FC Liverpool,4.4,Liverpool,Review score ,196 reviews,Price 485 zł,2.7 km from center,Budget Double Room,0,Breakfast included,
90,The Arc Hotel,9.2,"Anfield, Liverpool",Wonderful ,447 reviews,"Price 1,226 zł",2.5 km from center,Deluxe Double Room,4,,Location 9.4
91,"Liverpool Aigburth Hotel, Sure Hotel Collection by BW",6.8,"Sefton Park, Liverpool",Review score ,"1,003 reviews",Price 436 zł,3.5 km from center,Standard Single Room,0,,
92,The Sandon Hotel,7.6,"Anfield, Liverpool",Good ,396 reviews,Price 502 zł,2.3 km from center,Deluxe Double Room,0,,
93,Boudoir Liverpool,8.3,"Liverpool City Center, Liverpool",Very Good ,442 reviews,Price 582 zł,1 km from center,Double Room,0,,
94,Hotel Anfield,8.0,"Anfield, Liverpool",Very Good ,646 reviews,"Price 1,716 zł",2.7 km from center,Quadruple Room with Private Bathroom,3,,
95,iStay Liverpool Water Street,8.3,"Liverpool City Center, Liverpool",Very Good ,67 reviews,Original price 890 zł. Current price 783 zł.,1.1 km from center,Deluxe Apartment,4,,Location 9.3
96,Clifton arms,7.7,Liverpool,Good ,116 reviews,Price 381 zł,3.2 km from center,Standard Twin Room with Shared Bathroom,0,,
97,Beautiful 2-Bed Apartment in Liverpool City centre,,"Liverpool City Center, Liverpool",,,"Price 1,645 zł",0.6 km from center,Apartment,4,,
98,Anfield house,8.7,"Anfield, Liverpool",Excellent ,39 reviews,Price 490 zł,2.5 km from center,Standard Double Room with Shared Bathroom,0,,
99,Cove Paradise Street,8.8,"Liverpool City Center, Liverpool",Excellent ,"1,912 reviews",Price 779 zł,0.9 km from center,1-Bedroom Apartment,4,,Location 9.8
