,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
66,Aramis,7.3,"Mokotów, Warsaw",Good ,"3,937 reviews",Price 195 zł,5.5 km from center,Triple Room (2 Adults),1,,
67,Leonardo Royal Hotel Warsaw,8.6,"Wola, Warsaw",Excellent ,"5,924 reviews",Price 258 zł,1.4 km from center,Comfort Double or Twin Room,4,,
68,B&B Sport Rooms,9.2,"Praga Poludnie, Warsaw",Wonderful ,230 reviews,Price 180 zł,4.5 km from center,Double Room with Shared Bathroom,0,,
69,Sky8Noclegi,6.9,"Wlochy, Warsaw",Review score ,496 reviews,Price 85 zł,6 km from center,Bed in 4-Bed Female Dormitory Room,0,,
70,The Westin Warsaw,8.9,"Wola, Warsaw",Excellent ,"3,723 reviews",Price 476 zł,1 km from center,"Classic, Guest room, 1 King",5,,Location 9.4
71,Hidden Peak Guestrooms,7.9,"Sródmiescie, Warsaw",Good ,780 reviews,Price 199 zł,1.9 km from center,Standard Double Room with Shared Bathroom,0,,
72,404 Rooms Zamiany Ursynow,7.7,"Ursynow, Warsaw",Good ,338 reviews,Original price 245 zł. Current price 196 zł.,7.7 km from center,Standard Single Room with Shared Bathroom,0,,
73,Best Western Hotel Portos,8.1,"Mokotów, Warsaw",Very Good ,"2,161 reviews",Price 260 zł,5.5 km from center,Luxury Twin Room,3,,
74,Novotel Warszawa Airport,8.6,"Wlochy, Warsaw",Excellent ,"4,115 reviews",Price 270 zł,4.7 km from center,Standard Double Room with Extra Bed,4,,
75,Golden Tulip Warsaw Airport,8.8,"Wlochy, Warsaw",Excellent ,"1,648 reviews",Price 281 zł,5.7 km from center,Superior Double Room,4,,
76,Sheraton Grand Warsaw,9.0,"Sródmiescie, Warsaw",Wonderful ,"2,698 reviews",Price 543 zł,1.1 km from center,"Guest Room, 1 King",5,,Location 9.4
77,Jess Hotel & Spa Warsaw Old Town,8.2,"Sródmiescie, Warsaw",Very Good ,415 reviews,Original price 496 zł. Current price 422 zł.,1.7 km from center,Superior Double Room,3,,Location 9.7
78,"InterContinental Warszawa, an IHG Hotel",9.1,"Sródmiescie, Warsaw",Wonderful ,"8,656 reviews",Price 562 zł,0.5 km from center,Classic Room,5,,Location 9.7
79,eMKa Hostel,8.7,"Sródmiescie, Warsaw",Excellent ,997 reviews,Price 201 zł,1 km from center,Single Room with Private Bathroom,0,,Location 9.6
80,Strefa relaksu,6.5,"Mokotów, Warsaw",Review score ,439 reviews,Price 60 zł,4.2 km from center,Single Bed in Female Dormitory Room,0,,
81,Palm Aparts Warsaw City View,8.0,"Sródmiescie, Warsaw",Very Good ,400 reviews,Original price 439 zł. Current price 219 zł.,1.1 km from center,Deluxe Double Studio,3,,Location 9.5
82,PURO Warszawa Centrum,9.3,"Sródmiescie, Warsaw",Wonderful ,"3,956 reviews",Price 539 zł,450 m from center,Double Room,4,,Location 9.6
83,Hidden Peak Guestrooms,7.9,"Sródmiescie, Warsaw",Good ,780 reviews,Price 199 zł,1.9 km from center,Standard Double Room with Shared Bathroom,0,,
84,Hotel Mazowiecki,7.2,"Sródmiescie, Warsaw",Good ,"1,997 reviews",Price 190 zł,0.9 km from center,Single Room with External Bathroom,1,Breakfast included,
85,Casa De Wawa,8.0,"Wola, Warsaw",Very Good ,125 reviews,Price 69 zł,2 km from center,Bunk Bed in Mixed Dormitory Room,0,,
86,Hotel Colibra,8.3,"Wola, Warsaw",Very Good ,418 reviews,Price 239 zł,5.3 km from center,Standard Single Room,3,,
87,404 Rooms Wilanowska,8.0,"Mokotów, Warsaw",Very Good ,938 reviews,Price 271 zł,6.3 km from center,Queen Room with Shared Bathroom,0,,
88,Hotelik Karter,8.0,"Wlochy, Warsaw",Very Good ,"1,133 reviews",Price 150 zł,8.3 km from center,Large Twin Room,0,,
89,Pokoje Centrum/ rooms in Centre,7.1,"Wola, Warsaw",Good ,370 reviews,Price 120 zł,1.5 km from center,Budget Single Room,0,,
90,Chopin Boutique,8.7,"Sródmiescie, Warsaw",Excellent ,959 reviews,Price 377 zł,1.1 km from center,Single Room,4,Breakfast included,Location 9.5
91,The Westin Warsaw,8.9,"Wola, Warsaw",Excellent ,"3,723 reviews",Price 476 zł,1 km from center,"Classic, Guest room, 1 King",5,,Location 9.4
92,Royal Tulip Warsaw Apartments,9.4,"Wola, Warsaw",Wonderful ,"2,195 reviews",Price 382 zł,1.4 km from center,Standard Room 1 King Bed,4,,Location 9.4
93,Four Points by Sheraton Warsaw Mokotow,9.2,"Mokotów, Warsaw",Wonderful ,"2,644 reviews",Price 315 zł,5.2 km from center,"Classic, Guest room, 2 Twin/Single Bed(s)",4,,
94,"BTHouse, Pokoje Gościnne",9.1,"Praga Poludnie, Warsaw",Wonderful ,213 reviews,Price 300 zł,6.4 km from center,Small Single Room,0,Breakfast included,
95,Green Wood Apartment Stara Ochota,8.1,"Ochota, Warsaw",Very Good ,671 reviews,Price 259 zł,2.1 km from center,Triple Room with Shared Bathroom,0,,
96,B&B Sport Rooms,9.2,"Praga Poludnie, Warsaw",Wonderful ,230 reviews,Price 180 zł,4.5 km from center,Double Room with Shared Bathroom,0,,
97,Centrum Okopowa 55,8.9,"Wola, Warsaw",Excellent ,776 reviews,Price 200 zł,2.9 km from center,Standard Apartment,3,Breakfast included,
98,Ibis Warszawa Reduta,8.3,"Ochota, Warsaw",Very Good ,"3,835 reviews",Price 248 zł,3.2 km from center,Double Room,3,,
99,Pastel Guest Rooms,8.7,"Ochota, Warsaw",Excellent ,385 reviews,Price 178 zł,3.5 km from center,Single Room,0,,
100,Mercure Warszawa Airport,8.6,"Wlochy, Warsaw",Excellent ,"1,449 reviews",Price 280 zł,5.2 km from center,Classic Double Room,3,,
101,Triton Park Apartments,8.7,"Ochota, Warsaw",Excellent ,"2,217 reviews",Price 260 zł,4.3 km from center,Economy Apartment (2 adults),3,,
102,Mercure Warszawa Ursus Station,8.9,"Wlochy, Warsaw",Excellent ,"1,250 reviews",Price 297 zł,8.5 km from center,Standard Queen Room,4,,
103,AB Hostel,8.4,"Ochota, Warsaw",Very Good ,"1,774 reviews",Price 63 zł,1.5 km from center,Bed in 4-Bed Mixed Dormitory Room,0,,
104,ClickTheFlat Tamka Street Apart Rooms,8.1,"Sródmiescie, Warsaw",Very Good ,419 reviews,Price 245 zł,1.1 km from center,Single Room with Shared Bathroom,3,,Location 9.5
105,Hotel Arkadia Royal,8.0,"Wawer, Warsaw",Very Good ,839 reviews,Price 260 zł,9.8 km from center,Single Room,3,Breakfast included,
106,Hotel Holiday Park,7.9,"Bielany, Warsaw",Good ,"2,537 reviews",Price 238 zł,9.7 km from center,Single Room - Disability Access,3,,
107,Deja Vu Hostel,8.0,"Sródmiescie, Warsaw",Very Good ,"1,375 reviews",Price 176 zł,1.6 km from center,Single Room with Shared Shower and Toilet,0,,Location 9.6
108,Mercure Warszawa Centrum,8.6,"Sródmiescie, Warsaw",Excellent ,"5,092 reviews",Price 365 zł,0.5 km from center,Classic Queen Room,4,,Location 9.7
109,Warsaw Plaza Hotel,8.9,"Ursynow, Warsaw",Excellent ,"3,758 reviews",Price 301 zł,8 km from center,Standard Double or Twin Room,4,,
110,Oliwka Hostel,7.7,"Sródmiescie, Warsaw",Good ,"1,373 reviews",Price 81 zł,0.8 km from center,Bunk Bed in Mixed Dormitory Room,0,,Location 9.4
111,Warsaw Apartments Kasprzaka Street,8.9,"Wola, Warsaw",Excellent ,644 reviews,Original price 438 zł. Current price 394 zł.,3.8 km from center,Large Double Room,3,,
112,Coser Apartamenty Centrum,8.2,"Sródmiescie, Warsaw",Very Good ,"3,580 reviews",Price 332 zł,1.1 km from center,One-Bedroom Apartment - 16 Grzybowska Street,3,,Location 9.3
113,Staszica apartment,,"Wola, Warsaw",,,Price 274 zł,2.6 km from center,One-Bedroom Apartment,0,,
114,Courtyard by Marriott Warsaw Airport,9.1,"Wlochy, Warsaw",Wonderful ,"10,418 reviews",Price 339 zł,7 km from center,"Deluxe Room, Guest room, 1 King",4,,Location 9.7
115,Wola Downtown Single room,8.6,"Wola, Warsaw",Excellent ,27 reviews,Price 121 zł,4.6 km from center,Single Room,0,,
116,MarcoPolo House,8.8,"Wilanów, Warsaw",Excellent ,762 reviews,Price 330 zł,12.9 km from center,Single Room,3,Breakfast included,
117,ClickTheFlat Golden Terraces Apart Rooms,8.1,"Wola, Warsaw",Very Good ,118 reviews,Price 298 zł,0.8 km from center,Standard Double Room with Shared Bathroom,3,,Location 9.4
118,Warsaw Apartments Magnolie,7.4,"Ursus, Warsaw",Good ,"1,151 reviews",Price 270 zł,8 km from center,Standard Studio,3,,
119,Platinum Hotel&Residence Wilanów,7.8,"Wilanów, Warsaw",Good ,"1,569 reviews",Price 267 zł,9.3 km from center,Double Room,3,,
120,Hostel Stara Praga w Warszawie -Family and Cozy Atmosphere,7.4,"Praga Poludnie, Warsaw",Good ,"1,495 reviews",Price 50 zł,5.5 km from center,Bed in 6-Bed Mixed Dormitory Room,0,,
121,ClickTheFlat Żurawia Street Apart Rooms,8.4,"Sródmiescie, Warsaw",Very Good ,531 reviews,Price 280 zł,500 m from center,Double Room with Shared Bathroom,0,,Location 9.5
122,Cave apartment Mokotów,8.6,"Mokotów, Warsaw",Excellent ,31 reviews,Price 223 zł,3 km from center,One-Bedroom Apartment,3,,
123,Warsaw Asian vibe apartment,8.1,"Sródmiescie, Warsaw",Very Good ,132 reviews,Price 243 zł,400 m from center,Studio with Terrace,3,,Location 9.4
124,Anita Apartament Nowowiejska,7.1,"Ochota, Warsaw",Good ,370 reviews,Price 150 zł,1.2 km from center,Standard Double Room with Shared Bathroom,3,,
125,Pokoje Kolorowe Sny,6.2,"Mokotów, Warsaw",Review score ,446 reviews,Original price 160 zł. Current price 152 zł.,3.7 km from center,Triple Room with Shared Bathroom,0,,
126,Renaissance Warsaw Airport Hotel,9.0,"Wlochy, Warsaw",Wonderful ,"4,653 reviews",Price 359 zł,6.8 km from center,Room with Two Double Beds,5,,Location 9.6
127,PURO Warszawa Centrum,9.3,"Sródmiescie, Warsaw",Wonderful ,"3,956 reviews",Original price 539 zł. Current price 512 zł.,450 m from center,Double Room,4,,Location 9.6
128,Noctis Apartment Bagno,6.4,"Sródmiescie, Warsaw",Review score ,106 reviews,Price 299 zł,0.7 km from center,Apartment,3,,
129,Mercure Warszawa Grand,8.5,"Sródmiescie, Warsaw",Very Good ,"4,148 reviews",Price 348 zł,0.7 km from center,Classic Double Room,4,,
130,Hotel Arkadia,7.1,"Targówek, Warsaw",Good ,"1,243 reviews",Price 219 zł,6.8 km from center,Superior Single Room,3,Breakfast included,
131,Mieszkanie na doby Plac Hallera,8.2,"Praga Pólnoc, Warsaw",Very Good ,5 reviews,Original price 200 zł. Current price 190 zł.,3.8 km from center,Two-Bedroom Apartment,3,,
132,Hilton Warsaw City Hotel,8.4,"Wola, Warsaw",Very Good ,"2,535 reviews",Price 476 zł,1.6 km from center,Twin Room,4,,
133,Ibis Warszawa Stare Miasto,8.3,"Sródmiescie, Warsaw",Very Good ,"6,785 reviews",Price 312 zł,2.8 km from center,Standard Room with 1 Double Bed,3,,
134,"Crowne Plaza - Warsaw - The HUB, an IHG Hotel",9.4,"Wola, Warsaw",Wonderful ,"2,239 reviews",Price 426 zł,1.7 km from center,Standard Queen Room,4,,Location 9.4
135,Hotel Gordon,8.1,"Wlochy, Warsaw",Very Good ,"3,248 reviews",Price 240 zł,6.7 km from center,Economy Double Room,2,,
136,Magnetic apartment Jerozolimskie A,9.1,"Ochota, Warsaw",Wonderful ,78 reviews,Original price 271 zł. Current price 259 zł.,1.3 km from center,Studio Apartment,3,,Location 9.6
137,Sofitel Warsaw Victoria,8.9,"Sródmiescie, Warsaw",Excellent ,"3,211 reviews",Price 495 zł,1.2 km from center,Classic King Room,5,,Location 9.6
138,WILLA BAJLAND,9.2,"Ursus, Warsaw",Wonderful ,253 reviews,Original price 320 zł. Current price 304 zł.,9.7 km from center,Standard Twin Room,3,,
139,Hotelik Okęcie 39 - free transfer to airport,7.2,"Wlochy, Warsaw",Good ,"1,816 reviews",Original price 190 zł. Current price 180 zł.,8.5 km from center,Twin Room with Private Bathroom,0,,
140,Arche Hotel Puławska Residence,8.6,"Ursynow, Warsaw",Excellent ,"2,640 reviews",Original price 245 zł. Current price 233 zł.,8.8 km from center,Standard Double Room,3,,
141,Apartament Magnolia,10,"Mokotów, Warsaw",Exceptional ,1 review,Original price 248 zł. Current price 236 zł.,2.2 km from center,One-Bedroom Apartment,0,,Location 10
142,Leonardo Royal Hotel Warsaw,8.6,"Wola, Warsaw",Excellent ,"5,924 reviews",Original price 270 zł. Current price 256 zł.,1.4 km from center,Comfort Double or Twin Room,4,,
143,Aramis,7.3,"Mokotów, Warsaw",Good ,"3,937 reviews",Price 195 zł,5.5 km from center,Triple Room (2 Adults),1,,
144,Kwiatowa Warsaw Apartment,9.3,"Mokotów, Warsaw",Wonderful ,155 reviews,Original price 320 zł. Current price 304 zł.,2.8 km from center,Studio Apartment,3,,Location 9.4
145,Apartament Cybernetyki Mokotów,9.0,"Mokotów, Warsaw",Wonderful ,108 reviews,Original price 299 zł. Current price 284 zł.,5.9 km from center,Apartment,3,,
146,Animrumru,9.4,"Praga Poludnie, Warsaw",Wonderful ,268 reviews,Price 135 zł,3.1 km from center,Double Room with Shared Bathroom,0,,Location 9.5
147,City View Studio Chmielna,9.3,"Sródmiescie, Warsaw",Wonderful ,24 reviews,Original price 304 zł. Current price 289 zł.,350 m from center,One-Bedroom Apartment,3,,Location 9.9
148,404 Rooms Obrzezna Mokotow,7.2,"Mokotów, Warsaw",Good ,458 reviews,Original price 254 zł. Current price 241 zł.,6.6 km from center,Deluxe Single Room,0,,
149,Sky8Noclegi,6.9,"Wlochy, Warsaw",Review score ,496 reviews,Price 85 zł,6 km from center,Bed in 4-Bed Female Dormitory Room,0,,
150,Karat,7.3,"Mokotów, Warsaw",Good ,"1,104 reviews",Price 180 zł,2.4 km from center,Single Room,3,Breakfast included,
151,Planet Hostel,8.7,"Sródmiescie, Warsaw",Excellent ,"1,710 reviews",Price 300 zł,1.9 km from center,Double or Twin Room with Shared Bathroom,0,,Location 9.3
152,Studio Latte Juliana Bartoszewicza,9.5,"Sródmiescie, Warsaw",Exceptional ,21 reviews,Price 267 zł,1.3 km from center,Studio Apartment,3,,Location 9.9
153,Coco Christina 1,9.2,"Sródmiescie, Warsaw",Wonderful ,129 reviews,Price 245 zł,300 m from center,Studio Apartment with Balcony,3,,Location 9.8
154,Patra,8.3,"Ursynow, Warsaw",Very Good ,"1,081 reviews",Price 229 zł,9.4 km from center,Single Room,3,Breakfast included,
155,Animrumru,9.4,"Praga Poludnie, Warsaw",Wonderful ,268 reviews,Price 135 zł,3.1 km from center,Double Room with Shared Bathroom,0,,Location 9.5
156,Hostel POPLAWOK,6.8,"Wawer, Warsaw",Review score ,580 reviews,Price 45 zł,8.8 km from center,Bed in 8-Bed Mixed Dormitory Room,0,,
157,Top Apartamenty Centrum 2,8.4,"Sródmiescie, Warsaw",Very Good ,764 reviews,Price 342 zł,0.8 km from center,Pańska 5 - Apartment with Balcony,3,,Location 9.3
158,Pinto Guest Rooms,9.0,"Ochota, Warsaw",Wonderful ,104 reviews,Price 183 zł,3.8 km from center,Single Room with Shared Shower and Toilet,0,,Location 9.3
159,Regem Apartments Waryńskiego,5.9,"Sródmiescie, Warsaw",Review score ,457 reviews,Price 230 zł,1.1 km from center,Studio,3,,
160,Noctis Apartment Nowogrodzka,7.2,"Sródmiescie, Warsaw",Good ,169 reviews,Price 334 zł,250 m from center,Studio Apartment,3,,Location 9.4
161,Airport Residence Blue,9.1,"Ursynow, Warsaw",Wonderful ,117 reviews,Price 292 zł,7.5 km from center,Apartment with Balcony,3,,
162,Raffles Europejski Warsaw,9.6,"Sródmiescie, Warsaw",Exceptional ,873 reviews,"Price 1,505 zł",1.4 km from center,Deluxe Room,5,,Location 9.9
163,Oki Doki OLD TOWN,8.6,"Sródmiescie, Warsaw",Excellent ,"1,555 reviews",Price 131 zł,2.3 km from center,Bed in 8-Bed Dormitory Room,0,,Location 9.6
164,Hotel Arkadia,7.1,"Targówek, Warsaw",Good ,"1,243 reviews",Price 219 zł,6.8 km from center,Superior Single Room,3,Breakfast included,
165,404 Rooms Obrzezna Mokotow,7.2,"Mokotów, Warsaw",Good ,458 reviews,Price 254 zł,6.6 km from center,Deluxe Single Room,0,,
