,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
12,Placid Hotel Design & Lifestyle Zurich,8.4,"Altstetten, Zurich",Very Good ,"2,030 reviews",Price 602 zł,4.3 km from center,Urban Design Room ,4,,
13,Gasthaus zum Guten Glück,8.5,"Wiedikon, Zurich",Very Good ,"1,020 reviews",Price 495 zł,1.9 km from center,Standard Double Room with Shared Bathroom,0,,
14,Sorell Hotel Seefeld,8.6,"Seefeld, Zurich",Excellent ,"1,292 reviews","Price 1,548 zł",0.8 km from center,Standard Single Room,4,Breakfast included,
15,Alma Hotel,8.5,"Seefeld, Zurich",Very Good ,259 reviews,"Price 1,058 zł",0.9 km from center,Single Room,3,,
16,MEININGER Hotel Zürich Greencity,7.9,"Wollishofen, Zurich",Good ,"2,965 reviews",Price 198 zł,3.4 km from center,Bed in 6-Bed Mixed Dormitory Room,0,,
17,Boutique Hotel Helmhaus Zürich,8.7,"1. Zurich Old Town - City Center, Zurich",Excellent ,536 reviews,"Price 1,249 zł",200 m from center,Boutique Queen Room,4,,Location 9.7
18,Hotel Felix,8.5,"1. Zurich Old Town - City Center, Zurich",Very Good ,"2,545 reviews",Price 711 zł,0.9 km from center,Small Single Room,3,,Location 9.4
19,Walhalla Guest House,8.0,"1. Zurich Old Town - City Center, Zurich",Very Good ,"1,838 reviews",Price 797 zł,1.6 km from center,iMotion Room,2,,Location 9.4
20,Hotel Montana Zürich,7.4,"Escher Wyss, Zurich",Good ,"2,577 reviews",Price 504 zł,1.7 km from center,Small Comfort Double Room,3,Breakfast included,
21,Best Western Plus Hotel Zürcherhof,8.6,"1. Zurich Old Town - City Center, Zurich",Excellent ,"2,596 reviews","Price 1,125 zł",0.9 km from center,Single Room,3,Breakfast included,Location 9.4
22,Hotel St. Josef,8.5,"1. Zurich Old Town - City Center, Zurich",Very Good ,"1,409 reviews",Price 963 zł,0.9 km from center,Queen Room,3,Breakfast included,Location 9.3
23,Opera Hotel Zürich,8.1,"Seefeld, Zurich",Very Good ,"1,659 reviews",Price 983 zł,400 m from center,Opera Classic,4,,Location 9.4
24,"Crowne Plaza Zürich, an IHG Hotel",7.6,"Aussersihl, Zurich",Good ,"4,000 reviews",Price 796 zł,3.2 km from center,Deluxe Double Room - Quiet Location,4,,
25,25hours Hotel Zürich West,8.5,"Escher Wyss, Zurich",Very Good ,793 reviews,Price 768 zł,3.7 km from center,Medium Room,4,,
26,Hotel Old Town,7.6,"1. Zurich Old Town - City Center, Zurich",Good ,512 reviews,Original price 880 zł. Current price 722 zł.,0.7 km from center,Superior Double Room,0,Breakfast included,Location 9.3
27,Züri by Fassbind,8.1,"Escher Wyss, Zurich",Very Good ,"1,692 reviews",Price 497 zł,3 km from center,Business Single Room,4,,
28,Boutique Hotel Seidenhof,8.9,"1. Zurich Old Town - City Center, Zurich",Excellent ,596 reviews,"Price 1,349 zł",0.9 km from center,Single Room,4,Breakfast included,Location 9.7
29,The Henry,8.1,"Escher Wyss, Zurich",Very Good ,"1,561 reviews",Original price 526 zł. Current price 421 zł.,2.1 km from center,Design Single Studio,3,,
30,Swiss Chocolate by Fassbind,8.2,"1. Zurich Old Town - City Center, Zurich",Very Good ,751 reviews,Price 702 zł,1 km from center,Standard Single Room ( small),3,,Location 9.5
31,Alpine Rooms by Leoneck - Self Check-in Hotel,8.4,"1. Zurich Old Town - City Center, Zurich",Very Good ,812 reviews,Price 797 zł,1.3 km from center,Alpine Comfort Single Room,0,,
32,Hotel Landhus,7.5,"Seebach, Zurich",Good ,458 reviews,Price 428 zł,6 km from center,Single Room,3,,
33,Sorell Hotel St. Peter,9.1,"1. Zurich Old Town - City Center, Zurich",Wonderful ,899 reviews,"Price 1,563 zł",0.5 km from center,Standard Single Room,4,Breakfast included,Location 9.8
34,Hotel St.Gotthard,7.4,"1. Zurich Old Town - City Center, Zurich",Good ,"1,430 reviews",Price 868 zł,1.1 km from center,Standard Room,4,,Location 9.5
35,Hotel Adler Zürich,8.8,"1. Zurich Old Town - City Center, Zurich",Excellent ,"2,116 reviews",Price 825 zł,0.7 km from center,Standard Single Room,3,Breakfast included,Location 9.6
36,ibis Zürich Messe Airport,7.5,"Oerlikon, Zurich",Good ,"2,764 reviews",Price 611 zł,5.5 km from center,Standard Double Room,3,,
37,Ruby Mimi Hotel Zurich,8.2,"1. Zurich Old Town - City Center, Zurich",Very Good ,"3,581 reviews",Price 890 zł,1 km from center,Cozy,0,,Location 9.6
38,Walhalla Hotel,8.3,"1. Zurich Old Town - City Center, Zurich",Very Good ,"1,034 reviews",Price 916 zł,1.6 km from center,Single Room,3,,Location 9.4
39,Mercure Stoller Zürich,7.8,"Wiedikon, Zurich",Good ,706 reviews,Price 511 zł,2.9 km from center,Queen Room,4,,
40,Marktgasse Hotel,8.4,"1. Zurich Old Town - City Center, Zurich",Very Good ,598 reviews,"Price 1,225 zł",0.5 km from center,Small Single Room,4,,Location 9.6
41,Hotel Marta,8.2,"1. Zurich Old Town - City Center, Zurich",Very Good ,"1,565 reviews",Price 603 zł,1 km from center,Small Double Room,2,Breakfast included,Location 9.4
42,Glärnischhof by TRINITY,8.2,"Enge, Zurich",Very Good ,"3,014 reviews","Original price 1,532 zł. Current price 1,380 zł.",0.5 km from center,Comfort Double Room,4,,Location 9.3
43,Hotel Seegarten,8.6,"Seefeld, Zurich",Excellent ,857 reviews,Price 901 zł,0.7 km from center,Single Room,3,Breakfast included,Location 9.4
44,B2 Boutique Hotel Zürich,8.9,"Enge, Zurich",Excellent ,"1,128 reviews","Price 1,605 zł",1.5 km from center,Boutique Double Room,4,Breakfast included,
45,Sorell Hotel Rütli,8.3,"1. Zurich Old Town - City Center, Zurich",Very Good ,"1,458 reviews",Price 835 zł,1 km from center,Single Room,3,Breakfast included,Location 9.4
46,Townhouse Boutique Hotel,8.3,"1. Zurich Old Town - City Center, Zurich",Very Good ,"1,112 reviews",Price 799 zł,1.1 km from center,Classic Double Room,3,,Location 9.6
47,Hotel Alexander Zurich Old Town,8.4,"1. Zurich Old Town - City Center, Zurich",Very Good ,"1,203 reviews",Price 863 zł,0.8 km from center,Business Room,3,Breakfast included,Location 9.5
48,Zurich Marriott Hotel,7.8,"1. Zurich Old Town - City Center, Zurich",Good ,"1,330 reviews","Price 1,039 zł",1.7 km from center,Single Room,5,,
49,Central Plaza,8.0,"1. Zurich Old Town - City Center, Zurich",Very Good ,"1,983 reviews","Price 1,052 zł",1.1 km from center,Single Room,4,,Location 9.5
50,Sorell Hotel Seefeld,8.6,"Seefeld, Zurich",Excellent ,"1,292 reviews","Price 1,548 zł",0.8 km from center,Standard Single Room,4,Breakfast included,
51,Alma Hotel,8.5,"Seefeld, Zurich",Very Good ,259 reviews,"Price 1,058 zł",0.9 km from center,Single Room,3,,
52,Sheraton Zürich Hotel,7.8,"Escher Wyss, Zurich",Good ,"1,089 reviews",Price 938 zł,3.7 km from center,Sheraton Double Room,5,,
53,Pension fürDich,8.5,"Aussersihl, Zurich",Very Good ,492 reviews,Price 583 zł,2 km from center,Single Room with Shared Bathroom,0,,
54,Alexander Guesthouse Zurich Old Town,8.1,"1. Zurich Old Town - City Center, Zurich",Very Good ,458 reviews,Price 649 zł,0.8 km from center,Twin Room,2,,Location 9.3
55,Best Western Plus Hotel Zürcherhof,8.6,"1. Zurich Old Town - City Center, Zurich",Excellent ,"2,596 reviews","Price 1,125 zł",0.9 km from center,Single Room,3,Breakfast included,Location 9.4
56,ibis budget Zurich City West,6.8,"Escher Wyss, Zurich",Review score ,"2,863 reviews",Price 473 zł,3.2 km from center,Double Room,1,,
57,Sorell Hotel Zürichberg,8.6,"Zürichberg, Zurich",Excellent ,"1,254 reviews",Price 868 zł,2.4 km from center,Standard Single Room,4,Breakfast included,Location 9.3
58,Sorell Hotel St. Peter,9.1,"1. Zurich Old Town - City Center, Zurich",Wonderful ,899 reviews,"Price 1,563 zł",0.5 km from center,Standard Single Room,4,Breakfast included,Location 9.8
59,Hotel Saint Georges,8.3,"Aussersihl, Zurich",Very Good ,994 reviews,Price 478 zł,1.3 km from center,Single Room with Shared Bathroom,2,,
60,Renaissance Zurich Tower Hotel,7.9,"Escher Wyss, Zurich",Good ,"1,197 reviews","Price 1,030 zł",3.2 km from center,Comfort King Room,5,,
61,Hotel Seegarten,8.6,"Seefeld, Zurich",Excellent ,857 reviews,Price 901 zł,0.7 km from center,Single Room,3,Breakfast included,Location 9.4
62,FIVE Zurich - Luxury City Resort,9.0,"Wiedikon, Zurich",Wonderful ,665 reviews,"Price 2,034 zł",3.7 km from center,Gorgeous Room,5,,
63,Josephine's Guesthouse (Women Only),8.7,"Aussersihl, Zurich",Excellent ,478 reviews,Price 511 zł,1.4 km from center,Single Room,3,Breakfast included,Location 9.3
64,Glärnischhof by TRINITY,8.2,"Enge, Zurich",Very Good ,"3,014 reviews","Original price 1,532 zł. Current price 1,380 zł.",0.5 km from center,Comfort Double Room,4,,Location 9.3
65,Hotel Limmatblick,7.6,"1. Zurich Old Town - City Center, Zurich",Good ,"1,406 reviews",Price 725 zł,1 km from center,Deluxe Double Room,3,,Location 9.5
66,Marktgasse Hotel,8.4,"1. Zurich Old Town - City Center, Zurich",Very Good ,598 reviews,"Price 1,225 zł",0.5 km from center,Small Single Room,4,,Location 9.6
67,Opera Hotel Zürich,8.1,"Seefeld, Zurich",Very Good ,"1,659 reviews",Price 983 zł,400 m from center,Opera Classic,4,,Location 9.4
68,Design Hotel Plattenhof,8.0,"Zürichberg, Zurich",Very Good ,687 reviews,"Price 1,308 zł",1 km from center,Premium Double Room,3,,
69,25hours Hotel Langstrasse,8.7,"Aussersihl, Zurich",Excellent ,"1,311 reviews",Price 857 zł,1.9 km from center,Medium Room,4,,
70,Hotel Krone Unterstrass,8.5,"Unterstrass, Zurich",Very Good ,"1,835 reviews",Price 871 zł,2.4 km from center,Premium Single Room,4,,
71,THE FLAG Zürich,8.1,"Altstetten, Zurich",Very Good ,"2,125 reviews",Price 626 zł,4.4 km from center,Classic Room,0,,
72,Hotel Hottingen,8.4,"Zürichberg, Zurich",Very Good ,"2,258 reviews",Price 513 zł,0.8 km from center,Standard Single Room,3,,
73,B2 Boutique Hotel Zürich,8.9,"Enge, Zurich",Excellent ,"1,128 reviews","Price 1,605 zł",1.5 km from center,Boutique Double Room,4,Breakfast included,
74,Aparthotel Adagio Zurich City Center,7.9,"Unterstrass, Zurich",Good ,570 reviews,Price 768 zł,1.6 km from center,Studio,4,,
